,States,Years,Quarter,Transaction_type,Transaction_count,Transaction_amount
1452,haryana,2021,4,Recharge & bill payments,17632752,13817258646.066364
1453,haryana,2021,4,Financial Services,105050,151421306.61683068
1454,haryana,2021,4,Others,407280,307822609.17479354
1455,haryana,2022,1,Merchant payments,98346418,62565728158.2885
1456,haryana,2022,1,Peer-to-peer payments,74499889,263547240999.68338
1457,haryana,2022,1,Recharge & bill payments,18494827,14765350795.965681
1458,haryana,2022,1,Financial Services,107240,146586164.62792295
1459,haryana,2022,1,Others,540235,279136534.21161634
1460,haryana,2022,2,Merchant payments,130033573,76926347115.76375
1461,haryana,2022,2,Peer-to-peer payments,84219451,300504797205.2718
1462,haryana,2022,2,Recharge & bill payments,20011709,17457331653.445232
1463,haryana,2022,2,Financial Services,89805,120610061.5284536
1464,haryana,2022,2,Others,345424,224949213.49711913
1465,haryana,2022,3,Merchant payments,151278013,87063736519.87311
1466,haryana,2022,3,Peer-to-peer payments,95071203,319374569105.9015
1467,haryana,2022,3,Recharge & bill payments,22592966,21247984018.682095
1468,haryana,2022,3,Financial Services,111032,144937203.2864578
1469,haryana,2022,3,Others,308596,223267730.28330007
1470,haryana,2022,4,Merchant payments,169685872,102918159834.12416
1471,haryana,2022,4,Peer-to-peer payments,102993798,364514204185.1917
1472,haryana,2022,4,Recharge & bill payments,23545059,22666085169.84729
1473,haryana,2022,4,Financial Services,118488,152488074.9943577
1474,haryana,2022,4,Others,305148,239722615.94605047
1475,haryana,2023,1,Merchant payments,220693824,114248076004.0
1476,haryana,2023,1,Peer-to-peer payments,128879993,443424820679.0
1477,haryana,2023,1,Recharge & bill payments,31210728,32978369763.0
1478,haryana,2023,1,Financial Services,158036,217615573.0
1479,haryana,2023,1,Others,375883,281741717.0
1480,haryana,2023,2,Merchant payments,275974807,130133751625.0
1481,haryana,2023,2,Peer-to-peer payments,147382711,495834929236.0
1482,haryana,2023,2,Recharge & bill payments,33655091,35262651840.0
1483,haryana,2023,2,Financial Services,172309,259162565.0
1484,haryana,2023,2,Others,351272,251633370.0
1485,haryana,2023,3,Merchant payments,310148821,140917418482.0
1486,haryana,2023,3,Peer-to-peer payments,156760079,498555993196.0
1487,haryana,2023,3,Recharge & bill payments,34105227,37490386949.0
1488,haryana,2023,3,Financial Services,198713,304618547.0
1489,haryana,2023,3,Others,306638,223563566.0
1490,haryana,2023,4,Merchant payments,343440148,167695632461.0
1491,haryana,2023,4,Peer-to-peer payments,175429519,571466808865.0
1492,haryana,2023,4,Recharge & bill payments,35320482,42514330771.0
1493,haryana,2023,4,Financial Services,238826,371355840.0
1494,haryana,2023,4,Others,319258,222356663.0
1495,haryana,2024,1,Merchant payments,376661558,177987462151.0
1496,haryana,2024,1,Peer-to-peer payments,187967904,583735861647.0
1497,haryana,2024,1,Recharge & bill payments,39068051,44295176434.0
1498,haryana,2024,1,Financial Services,256222,477335930.0
1499,haryana,2024,1,Others,339765,292383070.0
1500,himachal-pradesh,2018,1,Recharge & bill payments,284371,49871175.82607427
1501,himachal-pradesh,2018,1,Peer-to-peer payments,154572,546222027.4835303
1502,himachal-pradesh,2018,1,Merchant payments,13241,13851230.83495245
1503,himachal-pradesh,2018,1,Financial Services,8955,2040522.724771278
1504,himachal-pradesh,2018,1,Others,20779,16752849.503009535
1505,himachal-pradesh,2018,2,Recharge & bill payments,385642,83714322.414042
1506,himachal-pradesh,2018,2,Peer-to-peer payments,243436,1043702964.1513071
1507,himachal-pradesh,2018,2,Merchant payments,27851,31961300.882765952
1508,himachal-pradesh,2018,2,Financial Services,11330,4108919.3075577794
1509,himachal-pradesh,2018,2,Others,19436,19681794.59544668
1510,himachal-pradesh,2018,3,Recharge & bill payments,457449,108456077.51862916
1511,himachal-pradesh,2018,3,Peer-to-peer payments,362755,1596570994.985427
1512,himachal-pradesh,2018,3,Merchant payments,40675,31168155.22193054
1513,himachal-pradesh,2018,3,Financial Services,8182,1552275.0537747287
1514,himachal-pradesh,2018,3,Others,17693,16293930.078267336
1515,himachal-pradesh,2018,4,Recharge & bill payments,598325,143031082.4432017
1516,himachal-pradesh,2018,4,Peer-to-peer payments,590518,2367228879.4462624
1517,himachal-pradesh,2018,4,Merchant payments,86963,87575811.80014335
1518,himachal-pradesh,2018,4,Financial Services,11834,2283052.790977265
1519,himachal-pradesh,2018,4,Others,20243,21180141.658664487
1520,himachal-pradesh,2019,1,Peer-to-peer payments,1178280,3066233587.9236507
1521,himachal-pradesh,2019,1,Recharge & bill payments,844570,209521987.03977025
1522,himachal-pradesh,2019,1,Merchant payments,115553,86624660.3112043
1523,himachal-pradesh,2019,1,Financial Services,9585,1424229.9989233727
1524,himachal-pradesh,2019,1,Others,20730,17676977.717503674
1525,himachal-pradesh,2019,2,Peer-to-peer payments,1141873,4428007670.958708
1526,himachal-pradesh,2019,2,Recharge & bill payments,1076793,279864579.97562265
1527,himachal-pradesh,2019,2,Merchant payments,248517,141088575.8726466
1528,himachal-pradesh,2019,2,Financial Services,5013,1453651.5352588107
1529,himachal-pradesh,2019,2,Others,30110,25469495.268363245
1530,himachal-pradesh,2019,3,Recharge & bill payments,1212659,327570066.9967147
1531,himachal-pradesh,2019,3,Peer-to-peer payments,1181680,5039276845.295213
1532,himachal-pradesh,2019,3,Merchant payments,312575,182746198.16430056
1533,himachal-pradesh,2019,3,Financial Services,3096,1775673.9713265826
1534,himachal-pradesh,2019,3,Others,25170,20649996.69578039
1535,himachal-pradesh,2019,4,Peer-to-peer payments,1579582,6533855301.069828
1536,himachal-pradesh,2019,4,Recharge & bill payments,1442940,402619114.99428564
1537,himachal-pradesh,2019,4,Merchant payments,467309,314965060.6352696
1538,himachal-pradesh,2019,4,Financial Services,4576,1769641.9665086274
1539,himachal-pradesh,2019,4,Others,22239,17954418.582290154
1540,himachal-pradesh,2020,1,Recharge & bill payments,1815157,542356756.9678606
1541,himachal-pradesh,2020,1,Peer-to-peer payments,1594806,6431826925.118802
1542,himachal-pradesh,2020,1,Merchant payments,711018,427497010.10439825
1543,himachal-pradesh,2020,1,Financial Services,4711,3172303.6900622216
1544,himachal-pradesh,2020,1,Others,18788,14613755.241563875
1545,himachal-pradesh,2020,2,Recharge & bill payments,2558935,802231470.1628922
1546,himachal-pradesh,2020,2,Peer-to-peer payments,1544488,6738488218.640328
1547,himachal-pradesh,2020,2,Merchant payments,570031,479165630.6102103
1548,himachal-pradesh,2020,2,Financial Services,7634,7359757.737539303
1549,himachal-pradesh,2020,2,Others,14642,9659685.392965626
1550,himachal-pradesh,2020,3,Recharge & bill payments,2416395,834567922.2742614
1551,himachal-pradesh,2020,3,Peer-to-peer payments,1954492,8806586536.659174
1552,himachal-pradesh,2020,3,Merchant payments,1090445,851539467.337558
1553,himachal-pradesh,2020,3,Financial Services,9543,11391079.288736572
1554,himachal-pradesh,2020,3,Others,19001,11969008.527252048
1555,himachal-pradesh,2020,4,Recharge & bill payments,2638030,936305777.7250878
1556,himachal-pradesh,2020,4,Peer-to-peer payments,2594659,11426268857.229637
1557,himachal-pradesh,2020,4,Merchant payments,2001259,1589433440.2684097
1558,himachal-pradesh,2020,4,Financial Services,11353,15534252.217986543
1559,himachal-pradesh,2020,4,Others,27027,21510781.37178286
1560,himachal-pradesh,2021,1,Peer-to-peer payments,2845733,11358078843.572702
1561,himachal-pradesh,2021,1,Recharge & bill payments,2547359,948929031.6443391
1562,himachal-pradesh,2021,1,Merchant payments,2186946,1778219850.8347864
1563,himachal-pradesh,2021,1,Financial Services,12561,16554205.504427344
1564,himachal-pradesh,2021,1,Others,21430,18764977.931273177
1565,himachal-pradesh,2021,2,Peer-to-peer payments,3340531,13035543546.66397
1566,himachal-pradesh,2021,2,Recharge & bill payments,3216602,1045789841.916208
1567,himachal-pradesh,2021,2,Merchant payments,2883209,2378084375.199477
1568,himachal-pradesh,2021,2,Financial Services,14642,16428390.62373627
1569,himachal-pradesh,2021,2,Others,28918,19788385.405835297
1570,himachal-pradesh,2021,3,Peer-to-peer payments,4455153,16560383923.204865
1571,himachal-pradesh,2021,3,Merchant payments,4198808,3524434949.634083
1572,himachal-pradesh,2021,3,Recharge & bill payments,3359406,1178802736.5280356
1573,himachal-pradesh,2021,3,Financial Services,14497,22805774.600357123
1574,himachal-pradesh,2021,3,Others,36303,23834687.160697926
1575,himachal-pradesh,2021,4,Merchant payments,6062931,5228613146.743451
1576,himachal-pradesh,2021,4,Peer-to-peer payments,5323397,19568394324.584805
1577,himachal-pradesh,2021,4,Recharge & bill payments,3211367,1278824361.837138
1578,himachal-pradesh,2021,4,Financial Services,18198,24809740.714031782
1579,himachal-pradesh,2021,4,Others,50971,35578926.74639452
1580,himachal-pradesh,2022,1,Merchant payments,7030946,5558905677.966259
1581,himachal-pradesh,2022,1,Peer-to-peer payments,5718936,19473276901.331963
1582,himachal-pradesh,2022,1,Recharge & bill payments,3271665,1429960686.7669475
1583,himachal-pradesh,2022,1,Financial Services,19314,24442138.15399971
1584,himachal-pradesh,2022,1,Others,47319,31862035.713640407
1585,himachal-pradesh,2022,2,Merchant payments,10591420,7697399368.089639
1586,himachal-pradesh,2022,2,Peer-to-peer payments,7109948,24407668318.014194
1587,himachal-pradesh,2022,2,Recharge & bill payments,3520538,1553155243.3951051
1588,himachal-pradesh,2022,2,Financial Services,16901,20627276.079190243
1589,himachal-pradesh,2022,2,Others,52564,30257752.66416522
1590,himachal-pradesh,2022,3,Merchant payments,12686960,8511266152.669347
1591,himachal-pradesh,2022,3,Peer-to-peer payments,8330778,27039659316.468132
1592,himachal-pradesh,2022,3,Recharge & bill payments,4083168,1780405740.3941154
1593,himachal-pradesh,2022,3,Financial Services,21293,22686931.870640453
1594,himachal-pradesh,2022,3,Others,42669,26764547.138168834
1595,himachal-pradesh,2022,4,Merchant payments,15297492,10280295883.656351
1596,himachal-pradesh,2022,4,Peer-to-peer payments,9284824,29629346091.977356
1597,himachal-pradesh,2022,4,Recharge & bill payments,3907023,1810538524.3215194
1598,himachal-pradesh,2022,4,Financial Services,24342,31775337.436365627
1599,himachal-pradesh,2022,4,Others,41455,27387394.982090995
1600,himachal-pradesh,2023,1,Merchant payments,14694013,9023136407.0
1601,himachal-pradesh,2023,1,Peer-to-peer payments,8637695,26709451358.0
1602,himachal-pradesh,2023,1,Recharge & bill payments,3901516,1950250571.0
1603,himachal-pradesh,2023,1,Financial Services,25722,30757925.0
1604,himachal-pradesh,2023,1,Others,42780,27351473.0
1605,himachal-pradesh,2023,2,Merchant payments,19954117,11643011071.0
1606,himachal-pradesh,2023,2,Peer-to-peer payments,10781507,33008088763.0
1607,himachal-pradesh,2023,2,Recharge & bill payments,4247339,2159052653.0
1608,himachal-pradesh,2023,2,Financial Services,27709,34689932.0
1609,himachal-pradesh,2023,2,Others,50923,30221299.0
1610,himachal-pradesh,2023,3,Merchant payments,19233611,10559011464.0
1611,himachal-pradesh,2023,3,Peer-to-peer payments,9983786,29239694406.0
1612,himachal-pradesh,2023,3,Recharge & bill payments,4046932,1991652882.0
1613,himachal-pradesh,2023,3,Financial Services,27958,41972330.0
1614,himachal-pradesh,2023,3,Others,44767,22240555.0
1615,himachal-pradesh,2023,4,Merchant payments,23387107,12903037462.0
1616,himachal-pradesh,2023,4,Peer-to-peer payments,11365164,33158062287.0
1617,himachal-pradesh,2023,4,Recharge & bill payments,3816711,2143949720.0
1618,himachal-pradesh,2023,4,Financial Services,33097,51956047.0
1619,himachal-pradesh,2023,4,Others,49760,23241048.0
1620,himachal-pradesh,2024,1,Merchant payments,23888813,12955779718.0
1621,himachal-pradesh,2024,1,Peer-to-peer payments,11704961,32645830060.0
1622,himachal-pradesh,2024,1,Recharge & bill payments,3859407,2212162426.0
1623,himachal-pradesh,2024,1,Financial Services,30691,48981227.0
1624,himachal-pradesh,2024,1,Others,36689,21477908.0
1625,jammu-&-kashmir,2018,1,Recharge & bill payments,457813,78812610.35129012
1626,jammu-&-kashmir,2018,1,Peer-to-peer payments,353621,861670157.9310012
1627,jammu-&-kashmir,2018,1,Financial Services,65683,10269382.6199755
1628,jammu-&-kashmir,2018,1,Merchant payments,28696,30967525.638810236
1629,jammu-&-kashmir,2018,1,Others,35755,23651562.715049967
1630,jammu-&-kashmir,2018,2,Recharge & bill payments,794502,166762242.91718757
1631,jammu-&-kashmir,2018,2,Peer-to-peer payments,771844,2372961687.5536175
1632,jammu-&-kashmir,2018,2,Financial Services,112422,15636116.81386063
1633,jammu-&-kashmir,2018,2,Merchant payments,79248,64454257.5252622
1634,jammu-&-kashmir,2018,2,Others,38310,31391931.692946266
1635,jammu-&-kashmir,2018,3,Peer-to-peer payments,1260453,3616022745.5645847
1636,jammu-&-kashmir,2018,3,Recharge & bill payments,822143,203079955.34644008
1637,jammu-&-kashmir,2018,3,Merchant payments,140076,82826475.18797052
1638,jammu-&-kashmir,2018,3,Financial Services,44464,6397888.3546260595
1639,jammu-&-kashmir,2018,3,Others,36825,26373935.004048545
1640,jammu-&-kashmir,2018,4,Peer-to-peer payments,1265457,5151829745.262983
1641,jammu-&-kashmir,2018,4,Recharge & bill payments,970724,254473764.00233167
1642,jammu-&-kashmir,2018,4,Merchant payments,402303,215771001.5429565
1643,jammu-&-kashmir,2018,4,Financial Services,33775,6072177.152358056
1644,jammu-&-kashmir,2018,4,Others,49051,36573577.73688933
1645,jammu-&-kashmir,2019,1,Peer-to-peer payments,1913720,5414709531.836735
1646,jammu-&-kashmir,2019,1,Recharge & bill payments,1131953,302663112.8884805
1647,jammu-&-kashmir,2019,1,Merchant payments,452379,199219534.93760535
1648,jammu-&-kashmir,2019,1,Financial Services,43247,4593545.201922052
1649,jammu-&-kashmir,2019,1,Others,43688,30649751.65627311
1650,jammu-&-kashmir,2019,2,Peer-to-peer payments,1180781,5666318253.462076
1651,jammu-&-kashmir,2019,2,Recharge & bill payments,706569,215937468.94414753
1652,jammu-&-kashmir,2019,2,Merchant payments,353678,188931529.4882364
1653,jammu-&-kashmir,2019,2,Financial Services,22663,2652961.353697454
1654,jammu-&-kashmir,2019,2,Others,32664,26301988.31534837
1655,jammu-&-kashmir,2019,3,Peer-to-peer payments,618694,3499425217.9582095
1656,jammu-&-kashmir,2019,3,Recharge & bill payments,318061,111964437.03321175
1657,jammu-&-kashmir,2019,3,Merchant payments,165115,120736230.08884756
1658,jammu-&-kashmir,2019,3,Financial Services,2895,658515.8825482852
1659,jammu-&-kashmir,2019,3,Others,11761,11446090.81965122
1660,jammu-&-kashmir,2019,4,Peer-to-peer payments,310620,1799955855.9714913
1661,jammu-&-kashmir,2019,4,Merchant payments,91303,77859073.82317376
1662,jammu-&-kashmir,2019,4,Recharge & bill payments,84803,49065907.04578097
1663,jammu-&-kashmir,2019,4,Financial Services,197,213741.2862032762
1664,jammu-&-kashmir,2019,4,Others,3005,2601419.6959477984
1665,jammu-&-kashmir,2020,1,Peer-to-peer payments,435154,2654638582.0865793
1666,jammu-&-kashmir,2020,1,Recharge & bill payments,341357,144213068.71202034
1667,jammu-&-kashmir,2020,1,Merchant payments,135241,131144418.96503358
1668,jammu-&-kashmir,2020,1,Financial Services,2350,2116665.1182805505
1669,jammu-&-kashmir,2020,1,Others,7528,5530441.652102945
1670,jammu-&-kashmir,2020,2,Peer-to-peer payments,1238380,7426818530.258213
1671,jammu-&-kashmir,2020,2,Recharge & bill payments,1028741,413037418.32063264
1672,jammu-&-kashmir,2020,2,Merchant payments,341375,403026357.7674071
1673,jammu-&-kashmir,2020,2,Financial Services,9130,10415041.341445928
1674,jammu-&-kashmir,2020,2,Others,17380,12351591.57084975
1675,jammu-&-kashmir,2020,3,Peer-to-peer payments,1787154,10837119046.792652
1676,jammu-&-kashmir,2020,3,Recharge & bill payments,1005745,443743222.500647
1677,jammu-&-kashmir,2020,3,Merchant payments,642688,667957476.4350253
1678,jammu-&-kashmir,2020,3,Financial Services,10111,13281733.802213533
1679,jammu-&-kashmir,2020,3,Others,20200,15128281.341935568
1680,jammu-&-kashmir,2020,4,Peer-to-peer payments,2378539,13736841259.979288
1681,jammu-&-kashmir,2020,4,Recharge & bill payments,1900075,536741118.30199385
1682,jammu-&-kashmir,2020,4,Merchant payments,1377786,1045006123.4596367
1683,jammu-&-kashmir,2020,4,Financial Services,13578,17966592.697469097
1684,jammu-&-kashmir,2020,4,Others,84466,44350708.939814664
1685,jammu-&-kashmir,2021,1,Peer-to-peer payments,2800201,14801220301.14875
1686,jammu-&-kashmir,2021,1,Recharge & bill payments,2554798,663747765.6760966
